Experiment number,Orifice width (um),Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary number,Observed generation rate (Hz),Observed droplet diameter (um),Observed regime (1= Dripping & 2 = Jetting),,,,,,,,
775,100.00,1.50,4.00,2.50,4.00,2.00,2.00,0.033048,7.77,152.64,1,,,,,,,,
776,100.00,1.50,4.00,2.50,4.00,2.00,6.00,0.033048,5.83,116.43,1,,,,,,,,
777,100.00,1.50,4.00,2.50,4.00,2.00,2.00,0.066096,19.02,142.68,1,,,,,,,,
778,100.00,1.50,4.00,2.50,4.00,2.00,6.00,0.066096,14.52,108.25,1,,,,,,,,
779,100.00,2.00,5.00,3.00,2.00,2.50,2.00,0.033048,36.29,133.48,1,,,,,,,,
780,100.00,2.00,5.00,3.00,2.00,2.50,6.00,0.033048,18.84,115.15,1,,,,,,,,
781,100.00,2.00,5.00,3.00,2.00,2.50,2.00,0.066096,61.54,141.03,1,,,,,,,,
782,100.00,2.00,5.00,3.00,2.00,2.50,6.00,0.066096,77.23,90.65,1,,,,,,,,
783,100.00,2.50,6.00,1.00,2.50,3.00,2.00,0.033048,6.23,251.78,1,,,,,,,,
784,100.00,2.50,6.00,1.00,2.50,3.00,6.00,0.033048,5.54,181.57,1,,,,,,,,
785,100.00,2.50,6.00,1.00,2.50,3.00,2.00,0.066096,23.11,204.90,1,,,,,,,,
786,100.00,2.50,6.00,1.00,2.50,3.00,6.00,0.066096,18.83,152.12,1,,,,,,,,
787,100.00,3.00,2.00,1.50,3.00,3.50,2.00,0.033048,11.88,211.71,1,,,,,,,,
788,100.00,3.00,2.00,1.50,3.00,3.50,6.00,0.033048,7.62,170.24,1,,,,,,,,
789,100.00,3.00,2.00,1.50,3.00,3.50,2.00,0.066096,29.85,196.24,1,,,,,,,,
790,100.00,3.00,2.00,1.50,3.00,3.50,6.00,0.066096,47.07,116.89,1,,,,,,,,
791,125.00,1.00,4.00,3.00,2.50,3.50,2.00,0.033048,19.22,154.22,1,,,,,,,,
792,125.00,1.00,4.00,3.00,2.50,3.50,6.00,0.033048,16.42,112.69,1,,,,,,,,
793,125.00,1.00,4.00,3.00,2.50,3.50,2.00,0.066096,49.40,141.84,1,,,,,,,,
794,125.00,1.00,4.00,3.00,2.50,3.50,6.00,0.066096,46.58,100.29,1,,,,,,,,
795,125.00,1.50,5.00,1.00,3.00,4.00,2.00,0.033048,14.93,187.64,1,,,,,,,,
796,125.00,1.50,5.00,1.00,3.00,4.00,6.00,0.033048,18.15,121.91,1,,,,,,,,
797,125.00,1.50,5.00,1.00,3.00,4.00,2.00,0.066096,43.43,165.60,1,,,,,,,,
798,125.00,1.50,5.00,1.00,3.00,4.00,6.00,0.066096,59.40,103.45,1,,,,,,,,
799,125.00,2.00,6.00,1.50,3.50,2.00,2.00,0.033048,7.73,204.13,1,,,,,,,,
800,125.00,2.00,6.00,1.50,3.50,2.00,6.00,0.033048,6.68,148.56,1,,,,,,,,
801,125.00,2.00,6.00,1.50,3.50,2.00,2.00,0.066096,18.32,192.90,1,,,,,,,,
802,125.00,2.00,6.00,1.50,3.50,2.00,6.00,0.066096,23.87,122.46,1,,,,,,,,
803,125.00,2.50,2.00,2.00,4.00,2.50,2.00,0.033048,2.24,334.84,1,,,,,,,,
804,125.00,2.50,2.00,2.00,4.00,2.50,6.00,0.033048,1.15,290.08,1,,,,,,,,
805,125.00,2.50,2.00,2.00,4.00,2.50,2.00,0.066096,11.83,242.42,1,,,,,,,,
806,125.00,2.50,2.00,2.00,4.00,2.50,6.00,0.066096,10.17,176.76,1,,,,,,,,
807,125.00,3.00,3.00,2.50,2.00,3.00,2.00,0.033048,12.02,268.60,1,,,,,,,,
808,125.00,3.00,3.00,2.50,2.00,3.00,6.00,0.033048,8.19,211.71,1,,,,,,,,
809,125.00,3.00,3.00,2.50,2.00,3.00,2.00,0.066096,31.65,245.10,1,,,,,,,,
810,125.00,3.00,3.00,2.50,2.00,3.00,6.00,0.066096,31.63,169.98,1,,,,,,,,
811,150.00,1.00,5.00,1.50,4.00,3.00,2.00,0.033048,9.60,179.91,1,,,,,,,,
812,150.00,1.00,5.00,1.50,4.00,3.00,6.00,0.033048,3.76,170.54,1,,,,,,,,
813,150.00,1.00,5.00,1.50,4.00,3.00,2.00,0.066096,17.64,185.10,1,,,,,,,,
814,150.00,1.00,5.00,1.50,4.00,3.00,6.00,0.066096,14.95,135.61,1,,,,,,,,
815,150.00,1.50,6.00,2.00,2.00,3.50,2.00,0.033048,30.83,183.44,1,,,,,,,,
816,150.00,1.50,6.00,2.00,2.00,3.50,6.00,0.033048,32.20,125.35,1,,,,,,,,
817,150.00,1.50,6.00,2.00,2.00,3.50,2.00,0.066096,81.66,167.04,1,,,,,,,,
818,150.00,1.50,6.00,2.00,2.00,3.50,6.00,0.066096,75.91,118.67,1,,,,,,,,
819,150.00,2.00,2.00,2.50,2.50,4.00,2.00,0.033048,19.78,225.65,1,,,,,,,,
820,150.00,2.00,2.00,2.50,2.50,4.00,6.00,0.033048,31.25,134.33,1,,,,,,,,
821,150.00,2.00,2.00,2.50,2.50,4.00,2.00,0.066096,46.15,214.34,1,,,,,,,,
822,150.00,2.00,2.00,2.50,2.50,4.00,6.00,0.066096,52.35,142.51,1,,,,,,,,
823,150.00,2.50,3.00,3.00,3.00,2.00,2.00,0.033048,2.07,405.61,1,,,,,,,,
824,150.00,2.50,3.00,3.00,3.00,2.00,6.00,0.033048,1.67,301.86,1,,,,,,,,
825,150.00,2.50,3.00,3.00,3.00,2.00,2.00,0.066096,9.83,304.04,1,,,,,,,,
826,150.00,2.50,3.00,3.00,3.00,2.00,6.00,0.066096,17.91,172.59,1,,,,,,,,
827,150.00,3.00,4.00,1.00,3.50,2.50,2.00,0.033048,2.39,411.67,1,,,,,,,,
828,150.00,3.00,4.00,1.00,3.50,2.50,6.00,0.033048,1.40,340.68,1,,,,,,,,
829,150.00,3.00,4.00,1.00,3.50,2.50,2.00,0.066096,7.80,349.45,1,,,,,,,,
830,150.00,3.00,4.00,1.00,3.50,2.50,6.00,0.066096,2.69,345.38,1,,,,,,,,
831,175.00,1.00,6.00,2.50,3.00,2.50,2.00,0.033048,10.73,201.75,1,,,,,,,,
832,175.00,1.00,6.00,2.50,3.00,2.50,6.00,0.033048,6.83,162.59,1,,,,,,,,
833,175.00,1.00,6.00,2.50,3.00,2.50,2.00,0.066096,25.69,189.99,1,,,,,,,,
834,175.00,1.00,6.00,2.50,3.00,2.50,6.00,0.066096,24.73,133.42,1,,,,,,,,
835,175.00,1.50,2.00,3.00,3.50,3.00,2.00,0.033048,1.97,404.88,1,,,,,,,,
836,175.00,1.50,2.00,3.00,3.50,3.00,6.00,0.033048,1.23,328.05,1,,,,,,,,
837,175.00,1.50,2.00,3.00,3.50,3.00,2.00,0.066096,18.22,242.86,1,,,,,,,,
838,175.00,1.50,2.00,3.00,3.50,3.00,6.00,0.066096,4.24,273.76,1,,,,,,,,
839,175.00,2.00,3.00,1.00,4.00,3.50,2.00,0.033048,1.77,460.72,1,,,,,,,,
840,175.00,2.00,3.00,1.00,4.00,3.50,6.00,0.033048,0.85,408.00,1,,,,,,,,
841,175.00,2.00,3.00,1.00,4.00,3.50,2.00,0.066096,11.88,307.48,1,,,,,,,,
842,175.00,2.00,3.00,1.00,4.00,3.50,6.00,0.066096,15.01,197.22,1,,,,,,,,
843,175.00,2.50,4.00,1.50,2.00,4.00,2.00,0.033048,13.41,330.35,1,,,,,,,,
844,175.00,2.50,4.00,1.50,2.00,4.00,6.00,0.033048,7.41,279.13,1,,,,,,,,
845,175.00,2.50,4.00,1.50,2.00,4.00,2.00,0.066096,36.46,298.18,1,,,,,,,,
846,175.00,2.50,4.00,1.50,2.00,4.00,6.00,0.066096,48.43,188.07,1,,,,,,,,
847,175.00,3.00,5.00,2.00,2.50,2.00,2.00,0.033048,3.15,441.15,1,,,,,,,,
848,175.00,3.00,5.00,2.00,2.50,2.00,6.00,0.033048,2.33,338.08,1,,,,,,,,
849,175.00,3.00,5.00,2.00,2.50,2.00,2.00,0.066096,22.69,287.87,1,,,,,,,,
850,175.00,3.00,5.00,2.00,2.50,2.00,6.00,0.066096,7.68,286.38,1,,,,,,,,
851,75.00,1.00,2.19,1.00,2.01,2.15,22.00,0.178469302,476.59,28.11,1,,,,,,,,
852,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.144216244,203.02,47.03,1,,,,,,,,
853,75.00,2.02,4.02,2.06,3.04,2.94,19.37,0.047141212,50.31,47.45,1,,,,,,,,
854,100.00,1.96,4.87,2.97,2.00,2.44,19.22,0.259775785,84.52,92.87,2,,,,,,,,
855,150.00,3.00,4.01,1.00,3.50,2.49,12.95,0.127900809,15.04,187.58,2,,,,,,,,
856,175.00,1.49,2.02,2.99,3.49,2.98,10.07,0.045827607,23.11,115.64,1,,,,,,,,
857,100.00,2.81,2.00,1.50,2.99,3.58,22.00,0.1308,113.27,69.96,2,,,,,,,,
858,125.00,1.00,4.00,3.00,2.50,3.50,6.04,0.07,116.25,76.35,1,,,,,,,,
859,175.00,2.51,4.03,1.44,2.00,3.94,12.62,0.07752,22.02,200.50,2,,,,,,,,
860,175.00,1.00,5.96,2.50,3.02,2.49,10.41,1.057536,65.37,201.63,2,,,,,,,,
861,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.1,95.51,74.98,1,,,,,,,,
862,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.1,116.54,58.22,1,,,,,,,,
863,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.1,142.18,48.38,1,,,,,,,,
864,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.15,156.94,72.73,1,,,,,,,,
865,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.15,192.23,56.41,1,,,,,,,,
866,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.15,34.92,88.43,2,,,,,,,,
867,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.2,227.21,70.76,1,,,,,,,,
868,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.2,38.78,105.86,2,,,,,,,,
869,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.2,45.58,89.07,2,,,,,,,,
870,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.05,30.75,86.83,1,,,,,,,,
871,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.05,35.48,68.70,1,,,,,,,,
872,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.05,47.06,55.51,1,,,,,,,,
873,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.26,53.60,106.32,2,,,,,,,,
874,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.1,27.83,165.28,1,,,,,,,,
875,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.1,35.74,126.19,1,,,,,,,,
876,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.1,14.73,150.56,2,,,,,,,,
877,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.15,15.06,232.17,2,,,,,,,,
878,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.15,17.19,184.36,2,,,,,,,,
879,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.15,19.84,156.06,2,,,,,,,,
880,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.2,19.99,232.54,2,,,,,,,,
881,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.2,23.63,182.51,2,,,,,,,,
882,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.2,26.23,156.49,2,,,,,,,,
883,150.00,3.00,4.01,1.00,3.50,2.49,8.00,0.05,9.23,189.54,1,,,,,,,,
884,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.05,10.44,150.92,1,,,,,,,,
885,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.05,12.69,125.60,1,,,,,,,,
886,150.00,3.00,4.01,1.00,3.50,2.49,13.00,0.26,31.17,186.14,2,,,,,,,,
887,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.1,24.57,245.03,2,,,,,,,,
888,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.1,29.29,191.78,2,,,,,,,,
889,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.1,30.63,167.75,2,,,,,,,,
890,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.15,36.66,245.48,2,,,,,,,,
891,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.15,39.87,198.08,2,,,,,,,,
892,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.15,43.10,171.37,2,,,,,,,,
893,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.2,48.27,246.51,2,,,,,,,,
894,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.2,53.87,197.21,2,,,,,,,,
895,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.2,55.68,173.18,2,,,,,,,,
896,175.00,2.51,4.03,1.44,2.00,3.94,8.00,0.05,45.91,157.91,1,,,,,,,,
897,175.00,2.51,4.03,1.44,2.00,3.94,14.00,0.05,13.46,197.24,2,,,,,,,,
898,175.00,2.51,4.03,1.44,2.00,3.94,20.00,0.05,16.58,163.39,2,,,,,,,,
899,175.00,2.51,4.03,1.44,2.00,3.94,13.00,0.26,71.45,200.80,2,,,,,,,,
900,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.1,68.81,98.57,1,,,,,,,,
901,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.1,81.49,77.31,1,,,,,,,,
902,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.1,102.49,63.59,1,,,,,,,,
903,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.15,118.63,94.10,1,,,,,,,,
904,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.15,140.85,73.75,1,,,,,,,,
905,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.15,165.88,62.00,1,,,,,,,,
906,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.2,175.12,90.96,1,,,,,,,,
907,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.2,204.85,71.64,1,,,,,,,,
908,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.2,221.07,62.01,1,,,,,,,,
909,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.05,23.89,111.31,1,,,,,,,,
910,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.05,29.03,86.56,1,,,,,,,,
911,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.05,37.01,70.88,1,,,,,,,,
912,175.00,1.00,5.96,2.50,3.02,2.49,13.00,0.26,269.63,73.13,1,,,,,,,,
913,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.1,175.76,67.17,1,,,,,,,,
914,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.1,210.46,52.49,1,,,,,,,,
915,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.1,242.47,44.46,1,,,,,,,,
916,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.15,293.96,64.77,1,,,,,,,,
917,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.15,337.18,51.35,1,,,,,,,,
918,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.15,373.91,44.05,1,,,,,,,,
919,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.2,413.23,63.64,1,,,,,,,,
920,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.2,461.85,50.89,1,,,,,,,,
921,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.2,495.63,44.13,1,,,,,,,,
922,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.05,73.40,71.32,1,,,,,,,,
923,125.00,1.00,4.00,3.00,2.50,3.50,14.00,0.05,89.14,55.47,1,,,,,,,,
924,125.00,1.00,4.00,3.00,2.50,3.50,20.00,0.05,104.19,46.76,1,,,,,,,,
925,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.26,581.38,52.72,1,,,,,,,,
926,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.1,95.43,94.90,1,,,,,,,,
927,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.1,81.02,83.17,2,,,,,,,,
928,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.1,88.65,71.66,2,,,,,,,,
929,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.15,102.42,106.10,2,,,,,,,,
930,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.15,115.63,84.56,2,,,,,,,,
931,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.15,115.17,75.18,2,,,,,,,,
932,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.2,136.69,106.07,2,,,,,,,,
933,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.2,153.53,84.68,2,,,,,,,,
934,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.2,154.26,75.07,2,,,,,,,,
935,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.05,38.36,102.06,1,,,,,,,,
936,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.05,48.31,78.43,1,,,,,,,,
937,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.05,60.79,64.50,1,,,,,,,,
938,100.00,2.81,2.00,1.50,2.99,3.58,13.00,0.26,179.88,89.86,2,,,,,,,,
939,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.1,59.96,117.85,1,,,,,,,,
940,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.1,78.49,89.40,1,,,,,,,,
941,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.1,89.37,76.02,1,,,,,,,,
942,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.15,105.80,111.64,1,,,,,,,,
943,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.15,121.48,88.47,1,,,,,,,,
944,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.15,131.28,76.55,1,,,,,,,,
945,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.2,141.53,111.52,1,,,,,,,,
946,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.2,155.82,89.62,1,,,,,,,,
947,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.2,84.32,97.65,2,,,,,,,,
948,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.05,20.05,134.75,1,,,,,,,,
949,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.05,23.52,106.04,1,,,,,,,,
950,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.05,35.02,82.45,1,,,,,,,,
951,175.00,1.49,2.02,2.99,3.49,2.98,13.00,0.26,95.46,118.04,2,,,,,,,,
952,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.1,136.58,77.11,1,,,,,,,,
953,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.1,162.83,60.35,1,,,,,,,,
954,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.1,185.99,51.26,1,,,,,,,,
955,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.15,230.51,74.14,1,,,,,,,,
956,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.15,268.33,58.48,1,,,,,,,,
957,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.15,288.93,50.66,1,,,,,,,,
958,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.2,324.83,72.78,1,,,,,,,,
959,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.2,371.30,57.76,1,,,,,,,,
960,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.2,72.90,88.25,2,,,,,,,,
961,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.05,44.80,88.74,1,,,,,,,,
962,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.05,53.46,69.43,1,,,,,,,,
963,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.05,61.83,58.73,1,,,,,,,,
964,100.00,1.96,4.87,2.97,2.00,2.44,13.00,0.26,74.16,110.55,2,,,,,,,,
965,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.1,89.44,67.57,1,,,,,,,,
966,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.1,107.19,52.79,1,,,,,,,,
967,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.1,139.53,42.93,1,,,,,,,,
968,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.15,169.24,62.54,1,,,,,,,,
969,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.15,200.47,49.05,1,,,,,,,,
970,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.15,313.88,37.51,1,,,,,,,,
971,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.2,273.68,58.64,1,,,,,,,,
972,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.2,381.39,43.57,1,,,,,,,,
973,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.2,316.77,41.15,1,,,,,,,,
974,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.05,31.55,75.91,1,,,,,,,,
975,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.05,35.71,60.44,1,,,,,,,,
976,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.05,48.99,48.30,1,,,,,,,,
977,75.00,2.02,4.02,2.06,3.04,2.94,13.00,0.26,372.89,49.11,1,,,,,,,,
978,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.1,142.47,48.57,1,,,,,,,,
979,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.1,195.98,36.24,1,,,,,,,,
980,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.1,256.82,29.40,1,,,,,,,,
981,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.15,292.62,43.74,1,,,,,,,,
982,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.15,367.00,33.65,1,,,,,,,,
983,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.15,425.03,28.45,1,,,,,,,,
984,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.2,453.02,41.61,1,,,,,,,,
985,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.2,564.77,32.08,1,,,,,,,,
986,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.2,621.65,27.59,1,,,,,,,,
987,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.05,44.94,56.63,1,,,,,,,,
988,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.05,54.85,43.97,1,,,,,,,,
989,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.05,74.24,35.29,1,,,,,,,,
990,75.00,1.00,2.19,1.00,2.01,2.15,13.00,0.26,721.53,33.08,1,,,,,,,,
991,75,1.253690988,2.18651821,1.153998739,2.041811185,2.281945242,22,0.242474858,304.9283807,39.34399717,2,,,,,,,,
992,75,2.999434865,5.885792798,2.999981744,3.998201337,3.976055455,20.96348771,0.166720571,30.20730503,94.48617909,2,,,,,,,,
993,100,2.998118492,2.001855995,1.5,3.000964272,3.500983081,19.01407164,0.074108306,65.64337035,73.95377562,1,,,,,,,,
994,125,1.133846581,4.104441538,3,2.551043011,3.550103437,6.390758847,0.050698895,60.65088757,85.57289048,1,,,,,,,,
995,100,1.988997389,4.967420955,2.999999409,2.005715564,2.49205898,13.02193868,1.052566941,258.5914298,117.2838806,2,,,,,,,,
996,125,2.494597918,5.996703776,1.27435151,3.736411161,2.064123078,19.12431467,0.528766709,44.88188976,142.9715619,2,,,,,,,,
997,150,2.51072006,3,2.99999952,2.99469775,2.000000102,9.919498818,0.528767786,86.5064695,172.9682205,2,,,,,,,,
998,175,1.074674909,5.999992555,2.424421547,3.000308385,2.427695033,9.441822058,1.057534257,45.89735208,239.0679302,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
